title,dev,date
Flockers,Team17 Digital,"
19 сентября 2014 г. "
Jet Car Stunts,True Axis,"
12 ноября 2009 г. "
Jet Car Stunts 2,True Axis,"
2 января 2014 г. "
Shelter 2,Might and Delight,"
9 марта 2015 г. "
Ku: Shroud of the Morrigan,bitSmithGames,"
11 января 2013 г. "
WazHack,,"
25 июня 2012 г. "
Last Dream,,
Angry Birds Epic,Rovio Entertainment,
Battlefield 4: Naval Strike,EA Digital Illusions CE,"
15 апреля 2014 г. "
Aztez,Team Colorblind,"
1 августа 2017 г. "
Worlds of Magic,Wastelands Interactive,"
19 марта 2015 г. "
Gauntlet,Arrowhead Game Studios,"
29 сентября 2014 г. "
Luftrausers,Vlambeer,"
18 марта 2014 г. "
Memento Mori 2: Guardian of Immortality,Centauri Production,"
15 июня 2012 г. "
Armored Warfare: Проект Армата,Obsidian Entertainment,"
2015 г. "
Assassin's Creed: Unity,Ubisoft Montpellier,"
11 ноября 2014 г. "
Super Sanctum TD,Coffee Stain Studios,"
9 мая 2013 г. "
Windforge,Snowed In Studios,"
11 марта 2014 г. "
Castlevania: Lords of Shadow 2 - Revelations,Konami,
Dragon Fin Soup,Grimm Bros,"
3 ноября 2015 г. "
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,"
15 октября 2014 г. "
Res0gun,XDev,"
15 ноября 2013 г. "
Skyforge,Allods Team,"
2 апреля 2015 г. "
Quest for Infamy,Infamous Quests,"
10 июля 2014 г. "
Gigantic Army,ASTRO PORT,"
6 марта 2014 г. "
Little Big Adventure,Electronic Arts / Activision / Virgin Interactive Entertainment,
Depths of Fear: Knossos,Dirigo Games,"
24 апреля 2014 г. "
Fable Heroes,Lionhead Studios,"
2 мая 2012 г. "
SBK Generations,Milestone,"
1 июня 2012 г. "
Yoshi's New Island,Arzest,"
14 марта 2014 г. "
MotoGP 14,Milestone,"
20 июня 2014 г. "
Afterfall: InSanity Extended Edition,Nicolas Intoxicate,"
2 ноября 2012 г. "
Imagine Me,KinifiGames,"
9 декабря 2014 г. "
TowerFall,Matt Makes Games Inc.,"
25 июня 2013 г. "
Afterfall: Reconquest - Episode I,IntoXicate Studios,"
19 февраля 2015 г. "
TowerFall: Ascension,Matt Makes Games Inc.,"
11 марта 2014 г. "
Eldritch,David Pittman,"
21 октября 2013 г. "
Eldritch: Mountains of Madness,David Pittman,"
19 декабря 2013 г. "
Blackguards: Untold Legends,Daedalic Entertainment,"
4 марта 2014 г. "
Burden,,
Endless Legend,Amplitude Studios,"
18 сентября 2014 г. "
Pyro Jump,,
Space Run,PASSTECHgames,"
13 июня 2014 г. "
Tales of Symphonia,Namco,
Tales of Symphonia: Dawn of the New World,Namco Tales Studio,"
26 июня 2008 г. "
Tales of Symphonia Chronicles,Namco Bandai,"
10 октября 2013 г. "
Swords & Soldiers II,Ronimo Games,"
21 мая 2015 г. "
Forza Motorsport 5: Road America,add-on,
Shadows: Heretic Kingdoms,Games Farm,"
20 ноября 2014 г. "
Mafia Wars Shakedown,Zynga,"
9 ноября 2011 г. "
Human Element,Robotoki,
Contagion,Monochrome,"
12 апреля 2014 г. "
Cloud Raiders,Android,
Cosmochoria,arcade,
"Batman: Arkham Origins - Cold, Cold Heart",Warner Bros. Interactive Entertainment,
Uncharted 4: A Thief's End,Naughty Dog,"
10 мая 2016 г. "
Homeworld Remastered,Gearbox Software,"
2014 г. "
Dead Rising 3: Chaos Rising,Microsoft Game Studios,
Gods Will Be Watching,Deconstructeam,"
24 июля 2014 г. "
N++ (NPLUSPLUS),Metanet Software,"
28 июля 2015 г. "
forma.8,MixedBag,"
23 февраля 2017 г. "
Trials Fusion,RedLynx,"
15 апреля 2014 г. "
Heroes of Dragon Age,Electronic Arts,
Shadow of the Eternals,Precursor Games,"
2013 г. "
Dawngate,Waystone Games,"
2015 г. "
No Time to Explain,tinyBuildGAMES,
Edge of Space,Handyman Studios,"
17 сентября 2015 г. "
Enemy Front,City Interactive,"
10 июня 2014 г. "
Cartoon Universe,WB Games Montréal,"
2013 г. "
Cobalt,Oxeye Game Studio,"
2 февраля 2016 г. "
Legend of Grimrock 2,Almost Human,"
15 октября 2014 г. "
Dropchord,Double Fine Productions,"
22 июля 2013 г. "
Warhammer 40.000: Storm of Vengeance,Eutechnyx,
Risen 3: Titan Lords,Piranha Bytes,"
12 августа 2014 г. "
Top Sailor Sailing Simulator,,
Spacebase DF-9,Double Fine Productions,
Vertiginous Golf,Lone Elk Creative,"
6 мая 2015 г. "
1954: Alcatraz,Daedalic Entertainment,"
11 марта 2014 г. "
MXGP: The Official Motocross Videogame,Milestone,"
28 марта 2014 г. "
AntiSquad,BulkyPix,
Double Dragon 3: The Rosetta Stone,Acclaim Entertainment,
Papa Sangre II,Somethin’ Else,"
31 октября 2013 г. "
1849,SomaSim,"
8 мая 2014 г. "
Rise of Immortals,strategy,
Awesomenauts: Assemble,Ronimo Games,"
4 марта 2014 г. "
Batman: Arkham Origins Blackgate,Armature,"
25 октября 2013 г. "
Forza Motorsport 5: Honda Legends,Microsoft Game Studios,
Forza Motorsport 5: IGN Car Pack,Microsoft Game Studios,
Forza Motorsport 5: Smoking Tire,Microsoft Game Studios,
Futuridium,MixedBag,"
5 января 2013 г. "
Murder Miners,JForce Games,
Strike Vector,,"
28 января 2014 г. "
Transformers: Rise of the Dark Spark,WayForward Technologies,"
24 июня 2014 г. "
Therian Saga,,"
18 февраля 2014 г. "
Fairy Fencer F,Compile Heart,"
10 октября 2013 г. "
Styx: Master of Shadows,Cyanide Studio,"
7 октября 2014 г. "
Killer Is Dead: Nightmare Edition,Grasshopper Manufacture,"
23 мая 2014 г. "
Killer Is Dead: Smooth Operator,Grasshopper Manufacture,"
27 августа 2013 г. "
Arma III: Zeus,Bohemia Interactive,"
13 апреля 2014 г. "
Battle Princess of Arcadias,Nippon Ichi Software,"
25 июля 2013 г. "
Deception IV: Blood Ties,Koei Tecmo Games,"
27 февраля 2014 г. "
Guns of Icarus Online,Muse Games,"
29 октября 2012 г. "
Gunslugs,Orangepixel,"
17 января 2013 г. "
Monstrum,,"
20 мая 2015 г. "
SteamWorld Dig,Image & Form,"
 8 августа 2013 г. "
10 Second Ninja,,"
5 марта 2014 г. "
A Story About My Uncle,Gone North Games,"
28 мая 2014 г. "
Chroma,Harmonix,"
2014 г. "
Lara Croft: Reflections,Square Enix,"
20 декабря 2013 г. "
Эволюция: Битва за Утопию,,
Line of Defense Tactics,3000AD,"
4 февраля 2014 г. "
Kyn,Tangrin,"
28 июля 2015 г. "
Drakengard 3,ACCESS GAMES,"
19 декабря 2013 г. "
Rain World,,"
28 марта 2017 г. "
Dead Man's Draw,Stardock Entertainment,"
6 февраля 2014 г. "
Democracy 3: Social Engineering,Positech Games,"
6 февраля 2014 г. "
Hatsune Miku: Project Mirai 2,SEGA,"
28 ноября 2013 г. "
Hatsune Miku: Project DIVA ƒ,SEGA,"
30 августа 2012 г. "
Hatsune Miku: Project DIVA ƒ 2nd,SEGA,"
27 марта 2014 г. "
King’s Bounty: Воин Севера - Лед и пламя,1С-СофтКлаб,"
30 января 2014 г. "
Dead Rising 3: Fallen Angel,Microsoft Game Studios,
Professional Farmer 2014,PlayWay,"
28 ноября 2013 г. "
Probably Archery,South East Games,"
6 февраля 2014 г. "
Professional Farmer 2014: Good Ol’ Times,PlayWay,"
5 декабря 2013 г. "
Rush for Glory,Immanitas Entertainment,
Velocity 2X,FuturLab,"
2 сентября 2014 г. "
Evolve,Turtle Rock Studios,"
10 февраля 2015 г. "
The Order: 1886,SCE Santa Monica,"
20 февраля 2015 г. "
Planet Explorers,Pathea Games,"
8 ноября 2016 г. "
Blackwell Epiphany,Wadjet Eye Games,"
24 апреля 2014 г. "
Sentinel 3: Homeworld,Origin8,"
26 ноября 2010 г. "
99 Levels to Hell,Bo Blond (aka bom667),"
7 июня 2012 г. "
Year Walk,Simogo,"
20 февраля 2013 г. "
Drakengard 2,Cavia,"
16 июня 2005 г. "
Rascal Rider,PC,
Quantum Rush,PC,
Recruits,,
Sanctum 2: The Last Stand,Coffee Stain Studios,
Sparkle,10tons,"
14 февраля 2007 г. "
The Sparkle 2: Evo,Forever Entertainment,"
24 октября 2013 г. "
Sparkle 2,10tons,"
6 июня 2013 г. "
HistWar: Napoleon,strategy,
DanganRonpa: Trigger Happy Havoc,Spike Chunsoft,"
25 ноября 2010 г. "
Danganronpa 1&2 Reload,Spike Chunsoft,"
10 октября 2013 г. "
Oniken,JoyMasher,"
22 июня 2012 г. "
Sherlock Holmes: Crimes & Punishments,Frogwares,"
30 сентября 2014 г. "
Ready to Run,Beatshapers,"
2015 г. "
Secrets of Rætikon,Broken Rules,"
17 апреля 2014 г. "
Secret Files: Sam Peters,Animation Arts,"
18 октября 2013 г. "
PLanets3,adventure,
Goat Simulator,Coffee Stain Studios,"
1 апреля 2014 г. "
Craft The World,,
Surge Deluxe,FuturLab,"
4 февраля 2014 г. "
DarkOrbit Reloaded,Bigpoint,"
3 февраля 2014 г. "
Rogue Legacy,Cellar Door Games,"
27 июня 2013 г. "
World of Speed,arcade,
Skara: The Blade Remains,PC,
SpellForce 2: Demons of the Past,Mind over Matter,"
16 января 2014 г. "
Steam Squad,Bretwalda Games,"
28 июля 2016 г. "
Aderyn's Cradle,Mojo Game Studios,
Super Smash Bros. Brawl,,"
31 января 2008 г. "
Super Smash Bros. for Nintendo 3DS,Namco Bandai Games,"
13 сентября 2014 г. "
Super Smash Bros. for Wii U,Namco Bandai Games,"
21 ноября 2014 г. "
Tengami,Nyamyam Limited,"
20 февраля 2014 г. "
Ultimate Gay Fighter,Handsome Woman Productions,"
2014 г. "
War of Omens,FifthColumnGames,"
1 февраля 2014 г. "
A Wizard's Lizard,Lost Decade Games,"
22 января 2014 г. "
Woolfe: The Red Riding Hood Diaries,GriN Multimedia,"
17 марта 2015 г. "
Arcane Worlds,,
Guise of the Wolf,FUN Creators,"
24 января 2014 г. "
Agarest: Generations of War,Compile Heart,"
3 октября 2013 г. "
Record of Agarest War,Compile Heart,"
27 сентября 2007 г. "
Record of Agarest War Zero,Idea Factory,"
25 июня 2009 г. "
Record of Agarest War 2,Red Entertainment,"
18 ноября 2010 г. "
Age of Wonders III,Triumph Studios,"
31 марта 2014 г. "
Cloudbuilt,Coilworks,"
20 марта 2014 г. "
Conception: Ore no Kodomo wo Undekure!,Spike Chunsoft,"
26 апреля 2012 г. "
Conception II: Children of the Seven Stars,"Spike Chunsoft Co., Ltd. ",
Recovery: Search & Rescue Simulation,BigSims.com,
Dead Rising 3: Operation Eagle,Microsoft Game Studios,
Donkey Kong Country Returns,Retro Studios,"
21 ноября 2010 г. "
Ride'em Low,Libredia,"
28 февраля 2012 г. "
Jazzpunk,Necrophone Games,"
7 февраля 2014 г. "
Banished,Shining Rock Software,"
18 февраля 2014 г. "
Men of War: Assault Squad 2,Digitalmindsoft,"
15 мая 2014 г. "
Donkey Kong Country: Tropical Freeze,Retro Studios,"
13 февраля 2014 г. "
Cut the Rope: Triple Treat,Activision Publishing,
Rekoil,Plastic Piranha,"
28 января 2014 г. "
Retrobooster,Really Slick,"
11 июля 2014 г. "
Runemaster,Paradox Development Studio,"
2014 г. "
The Room 2,Fireproof Games,
Cut the Rope 2,ZeptoLab,"
19 декабря 2013 г. "
Wacky Races,Infogrames,
3089 -- Futuristic Action RPG,Phr00t's Software,"
10 ноября 2014 г. "
Kromaia,Kraken Empire,"
16 января 2014 г. "
Train Fever,,
Republique: Episode 1 — Exordium,Camouflaj,"
19 декабря 2013 г. "
Battle Command!,Spacetime Studios,"
2013 г. "
Violett,Forever Entertainment,"
13 декабря 2013 г. "
Braveland,Tortuga Team,"
16 марта 2014 г. "
Kodoku,Carnivore Studio,"
2015 г. "
King Oddball,10tons,"
27 сентября 2012 г. "
Lost Orbit,PixelNAUTS,"
12 мая 2015 г. "
NASCAR '14,Eutechnyx,"
18 февраля 2014 г. "
Olliolli,Roll7 Games,"
21 января 2014 г. "
Lost in a Forest,,
Insurgency,New World Interactive,"
22 января 2014 г. "
Type:Rider,BulkyPix,"
9 октября 2013 г. "
Silence: The Whispered World 2,Daedalic Entertainment,"
2016 г. "
Assassin's Creed IV: Black Flag - Freedom Cry,Ubisoft Entertainment,
Star Wars: Attack Squadrons,Area 52 Games,"
2014 г. "
Ultra Street Fighter IV,Capcom,"
8 августа 2014 г. "
Anomaly 2,11 bit studios,"
15 мая 2013 г. "
Motor Rock,Yard Team,"
16 февраля 2014 г. "
Andromeda 5,XS Software,"
17 декабря 2013 г. "
Gomo,Fishcow Studio,"
6 декабря 2013 г. "
Warlords RTS,Armor Games,
Hero of Many,,
Dragon's Dogma Quest,Capcom,"
19 декабря 2013 г. "
Neon Shadow,Crescent Moon Games,
Nosgoth,Psyonix,"
2016 г. "
Naruto Shippuden: Ultimate Ninja Storm Revolution,CyberConnect2,"
11 сентября 2014 г. "
Ryse: Son of Rome - Colosseum Pack,Crytek,"
19 декабря 2013 г. "
Toukiden,SCE Japan Studio,"
27 июня 2013 г. "
Airport Simulator 2014,UIG Entertainment,
Alien: Isolation,The Creative Assembly,"
6 октября 2014 г. "
Omerta: City of Gangsters - The Bulgarian Colossus,Haemimont Games,
Omerta: City of Gangsters - The Con Artist,Haemimont Games,
Ridge Racer Slipstream,Namco Bandai Games,
Strength of the Sword 3,Ivent Games,
Peggle 2,PopCap Games,"
9 декабря 2013 г. "
Tales from the Borderlands,Gearbox Software,"
25 ноября 2014 г. "
Oddworld: Abe's Oddysee,GT Interactive Software,
Panzer General,"Strategic Simulations, Inc.",
Total War: Rome II - Caesar in Gaul,SEGA,
Pure Pool,Ripstone,
Dracula 5: The Blood Legacy,Anuman Interactive,
RUSH,Two Tribes,"
3 декабря 2010 г. "
Girl Fight,MicroProse,"
24 сентября 2013 г. "
Super Mario 3D World,Nintendo EAD Tokyo,"
21 ноября 2013 г. "
Zombie Tycoon 2: Brainhov's Revenge,Frima Studio,"
30 апреля 2013 г. "
Zombie Tycoon,Frima Studio,"
29 октября 2009 г. "
Fallout: Project Brazil,add-on,
Falskaar,add-on,
Warhammer 40.000: Time of Ending,add-on,
Prop Hunt,add-on,
Warcraft RTS: Alliance and Horde,add-on,
Forge of Empires,InnoGames,"
17 апреля 2012 г. "
Magus,Aksys Games,"
25 февраля 2014 г. "
Wreckfest,,"
14 июня 2018 г. "
Oozi: Earth Adventure - Episode 1,Awesome Games Studio,
Oozi: Earth Adventure - Episode 2,Awesome Games Studio,
Oozi: Earth Adventure - Episode 3,Awesome Games Studio,
Oozi: Earth Adventure - Episode 4,Awesome Games Studio,
Putty Squad,System 3 Arcade Software,"
22 февраля 2012 г. "
Saints Row IV: Element of Destruction Pack,Deep Silver,
Saints Row IV: How the Saints Save Christmas,Deep Silver,
Warhammer 40.000: Space Wolf,HeroCraft,"
21 сентября 2017 г.  "
Ys: Memories of Celceta,Falcom,"
27 сентября 2012 г. "
Volgarr the Viking,Crazy Viking Studios,"
13 сентября 2013 г. "
Diablo III: Ultimate Evil Edition,Blizzard Entertainment,"
19 августа 2014 г. "
Draugen,Red Thread Games,"
29 мая 2019 г. "
Skylanders SWAP Force,n-Space [3DS],"
13 октября 2013 г. "
Middle-earth: Shadow of Mordor,,"
29 сентября 2014 г. "
Pokemon X and Y,Game Freak,"
12 октября 2013 г. "
Eldevin,Hunted Cow Studios,"
30 ноября 2013 г. "
Dino Dave,Crystal Interactive Software,
Take On Mars,Bohemia Interactive,"
9 февраля 2017 г. "
PayDay 2: Armored Transport,Starbreeze Studios,"
14 ноября 2013 г. "
Crusader Kings II: Sons of Abraham,Paradox Development Studio,"
18 ноября 2013 г. "
Heroes of the Storm,Blizzard Entertainment,"
2 июня 2015 г. "
Fist of Awesome,,"
14 октября 2013 г. "
Thor: The Dark World - The Official Game,Gameloft,
Breach & Clear,Gun Media,
Barbie Dreamhouse Party,Little Orbit,"
21 ноября 2013 г. "
Phoenix Wright: Ace Attorney - Trials and Tribulations,Capcom,
Phoenix Wright: Ace Attorney – Dual Destinies,Capcom,"
25 июля 2013 г. "
Phoenix Wright: Ace Attorney - Justice for All,Capcom,"
16 января 2007 г. "
Phoenix Wright: Ace Attorney Trilogy,"CAPCOM Co., Ltd.",
Phoenix Wright: Ace Attorney - Dual Destinies - Turnabout Reclaim,Capcom Entertainment,
Rise of Venice - Beyond the Sea,Gaming Minds Studios,"
21 ноября 2013 г. "
Phoenix Wright: Ace Attorney,Capcom,
Starpoint Gemini 2,Little Green Men,"
26 сентября 2014 г. "
Stick To It!,Magic Pixel Games,"
7 февраля 2013 г. "
Stick It To The Man!,Zoink!,"
19 ноября 2013 г. "
Pandora: First Contact,Proxy Studios,"
14 ноября 2013 г. "
Tiny Brains,505 Games,
Kick the Buddy: No Mercy,iOS,
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,LUCID,"
14 мая 2013 г. "
Jacob Jones and the Bigfoot Mystery : Episode 1,Lucid Games,
Young Justice: Legacy,Little Orbit,"
28 октября 2013 г. "
Battlefield 4: Second Assault,EA Digital Illusions CE,"
3 декабря 2013 г. "
AiRace Speed,QubicGames,"
19 сентября 2013 г. "
Basement Crawl,Bloober Team,"
25 февраля 2014 г. "
Fighter Within,,"
19 ноября 2013 г. "
Journey of a Roach,Daedalic Entertainment,"
4 ноября 2013 г. "
Just Dance Kids 2014,Ubisoft Entertainment,
Malicious Rebirth,Alvion,
NASCAR: Redline,Eutechnyx,
WWE 2K14,Visual Concepts,"
29 октября 2013 г. "
Ben 10: Omniverse,Monkey Bar Games,"
13 ноября 2012 г. "
Ben 10: Omniverse 2,High Voltage Software,"
5 ноября 2013 г. "
Orc Attack: Flatulent Rebellion,Casual Brothers,"
8 октября 2013 г. "
Luxuria Superbia,Tale of Tales,"
5 ноября 2013 г. "
Power Rangers Megaforce,Namco Bandai Games,
Lost Echo,,
Rayman Fiesta Run,,"
6 ноября 2013 г. "
Galactic Civilizations III,Stardock Entertainment,"
14 мая 2015 г. "
The Incredible Adventures of Van Helsing: Arcane Mechanic,NeocoreGames,
Kingdom Hearts HD 2.5 ReMIX,Square Enix,"
2 октября 2014 г. "
The Long Dark,,"
1 августа 2017 г. "
Malicious,Alvion,"
27 октября 2010 г. "
Montague's Mount,Mastertronic,"
9 октября 2013 г. "
